project_id,state,district_code,project_type,land_type,land_area_acres,num_affected_families,num_departments_involved,notification_age_days,compensation_status,compensation_disbursed_pct,possession_status,legal_disputes_count,court_case_pending,rehabilitation_required,rehabilitation_progress_pct,stakeholder_responsiveness_score,historical_dept_performance_score,public_objections_count,pending_approvals_count,budget_utilization_pct,monsoon_season_overlap,is_delayed,delay_days
LAP-10514,Tamil Nadu,TAM-1,Irrigation,Private Agricultural,3.7,315,2,1429,Partially Disbursed,63,Survey Complete,0,0,1,98,7.6,85.5,0,8,47.4,0,0,0
LAP-10515,Uttar Pradesh,UTT-5,Airport,Tribal,24.8,70,1,123,Partially Disbursed,47,Survey Complete,1,1,1,24,4.0,90.6,1,8,50.3,0,1,48
LAP-10516,Gujarat,GUJ-2,Highway,Government,41.3,3,2,442,Partially Disbursed,83,Survey Complete,1,1,0,100,6.3,81.5,4,5,61.8,1,0,0
LAP-10517,Jharkhand,JHA-2,Industrial Corridor,Government,24.8,178,6,1039,Partially Disbursed,52,Full Possession,0,0,0,100,7.8,72.1,2,4,47.2,0,0,0
LAP-10518,Uttar Pradesh,UTT-4,Airport,Forest,4.5,9,1,61,Partially Disbursed,79,Partial Possession,0,0,1,11,8.2,64.5,3,4,43.6,0,0,0
LAP-10519,Uttar Pradesh,UTT-6,Railway,Private Agricultural,82.6,20,4,1396,Partially Disbursed,56,Not Started,0,0,1,39,2.4,55.2,1,6,3.3,1,1,87
LAP-10520,Odisha,ODI-4,Urban Development,Forest,9.1,75,6,259,Partially Disbursed,10,Survey Complete,0,0,0,100,5.2,40.6,2,6,30.4,0,0,0
LAP-10521,Gujarat,GUJ-3,Urban Development,Forest,43.7,522,4,722,Partially Disbursed,37,Partial Possession,2,1,0,100,6.8,56.2,3,4,58.9,0,0,0
LAP-10522,Madhya Pradesh,MAD-2,Urban Development,Government,50.1,116,4,1306,Fully Disbursed,85,Not Started,2,1,0,100,7.5,24.3,1,3,23.4,0,1,141
LAP-10523,Telangana,TEL-3,Railway,Private Agricultural,7.1,140,2,520,Partially Disbursed,42,Partial Possession,0,0,0,100,3.2,53.8,1,2,59.6,0,0,0
LAP-10524,West Bengal,WES-1,Railway,Forest,33.9,42,5,745,Not Started,9,Not Started,0,0,0,100,5.9,37.6,2,0,66.5,0,0,0
LAP-10525,Haryana,HAR-2,Industrial Corridor,Forest,66.1,134,2,1147,Partially Disbursed,56,Award Declared,1,1,0,100,4.9,71.4,1,6,53.6,0,1,136
LAP-10526,West Bengal,WES-6,Urban Development,Forest,1.0,58,4,875,Partially Disbursed,80,Not Started,1,0,0,100,4.1,82.5,1,4,100.0,0,1,94
LAP-10527,Chhattisgarh,CHH-5,Power Transmission,Tribal,9.2,383,4,325,Not Started,5,Not Started,0,0,1,65,5.2,34.7,3,1,43.3,0,0,0
LAP-10528,Tamil Nadu,TAM-3,Highway,Government,24.1,52,4,544,Partially Disbursed,67,Not Started,0,0,1,5,10.0,85.6,4,7,46.4,1,0,0
LAP-10529,Telangana,TEL-5,Renewable Energy,Mixed,18.1,60,5,1402,Fully Disbursed,85,Partial Possession,0,0,0,100,6.4,49.9,0,8,57.7,0,0,0
LAP-10530,Madhya Pradesh,MAD-4,Railway,Tribal,57.4,10,3,1456,Partially Disbursed,81,Not Started,1,0,0,100,5.0,22.9,1,3,26.8,0,0,0
LAP-10531,Telangana,TEL-3,Urban Development,Forest,12.4,55,6,250,Partially Disbursed,33,Not Started,2,1,0,100,6.5,49.1,0,2,78.0,0,0,0
LAP-10532,Madhya Pradesh,MAD-5,Industrial Corridor,Forest,34.1,16,1,1138,Partially Disbursed,45,Partial Possession,0,0,0,100,10.0,55.6,1,7,17.3,1,0,0
LAP-10533,Jharkhand,JHA-6,Urban Development,Mixed,18.8,44,5,1466,Not Started,2,Not Started,0,0,0,100,4.4,50.4,4,8,58.2,0,0,0
LAP-10534,Madhya Pradesh,MAD-6,Railway,Private Agricultural,10.7,33,4,1320,Fully Disbursed,88,Partial Possession,0,0,0,100,6.3,61.9,1,5,55.0,0,0,0
LAP-10535,West Bengal,WES-2,Industrial Corridor,Tribal,10.6,120,2,269,Not Started,5,Award Declared,2,1,1,37,6.0,60.5,3,4,32.4,0,1,302
LAP-10536,Bihar,BIH-6,Irrigation,Private Agricultural,12.8,18,3,1485,Partially Disbursed,60,Partial Possession,0,0,0,100,6.8,45.5,2,8,38.6,1,0,0
LAP-10537,Gujarat,GUJ-4,Railway,Private Agricultural,66.5,58,5,1159,Partially Disbursed,75,Survey Complete,1,0,1,79,5.2,62.8,3,0,55.4,0,0,0
LAP-10538,Madhya Pradesh,MAD-2,Urban Development,Private Agricultural,24.9,118,6,1240,Fully Disbursed,93,Award Declared,0,0,0,100,7.4,66.1,4,7,45.2,0,0,0
LAP-10539,Rajasthan,RAJ-5,Irrigation,Private Agricultural,66.6,66,6,1056,Partially Disbursed,11,Award Declared,1,1,1,72,6.3,67.7,1,8,59.6,0,0,0
LAP-10540,Maharashtra,MAH-2,Irrigation,Private Agricultural,17.3,14,3,344,Fully Disbursed,95,Partial Possession,0,0,1,56,7.9,74.4,2,4,59.2,0,0,0
LAP-10541,Jharkhand,JHA-3,Urban Development,Private Agricultural,11.3,6,1,1329,Not Started,3,Not Started,0,0,0,100,5.1,52.1,2,2,70.2,0,0,0
LAP-10542,Chhattisgarh,CHH-6,Industrial Corridor,Government,90.2,23,5,670,Partially Disbursed,26,Survey Complete,0,0,0,100,5.9,63.6,2,5,59.5,0,0,0
LAP-10543,Bihar,BIH-4,Railway,Private Agricultural,20.2,152,2,180,Not Started,0,Partial Possession,0,0,0,100,4.9,48.7,4,1,23.0,0,0,0
LAP-10544,Chhattisgarh,CHH-2,Industrial Corridor,Tribal,20.1,590,2,1473,Partially Disbursed,22,Full Possession,0,0,1,56,4.4,65.9,1,1,52.7,0,0,0
LAP-10545,Haryana,HAR-3,Urban Development,Government,25.1,138,4,499,Partially Disbursed,20,Survey Complete,1,1,1,55,7.6,66.3,2,3,28.2,0,1,182
LAP-10546,Punjab,PUN-4,Railway,Forest,16.6,7,5,1452,Not Started,0,Full Possession,0,0,0,100,5.9,47.4,1,5,58.6,1,0,0
LAP-10547,Bihar,BIH-4,Railway,Forest,19.2,104,6,1302,Not Started,2,Full Possession,2,1,0,100,5.5,65.1,3,3,57.3,0,1,143
LAP-10548,Punjab,PUN-4,Power Transmission,Private Agricultural,23.9,1,1,1407,Partially Disbursed,48,Survey Complete,0,0,1,51,4.6,70.6,3,3,57.6,1,0,0
LAP-10549,Bihar,BIH-4,Industrial Corridor,Tribal,6.6,38,1,926,Fully Disbursed,96,Not Started,0,0,0,100,3.6,54.9,2,6,68.8,1,0,0
LAP-10550,Tamil Nadu,TAM-1,Urban Development,Private Agricultural,329.0,26,1,1275,Not Started,4,Award Declared,2,1,0,100,8.0,56.4,3,8,19.0,0,1,157
LAP-10551,Karnataka,KAR-5,Railway,Private Agricultural,27.4,23,6,445,Fully Disbursed,88,Award Declared,1,1,1,94,7.2,44.4,2,7,68.8,1,1,191
LAP-10552,Karnataka,KAR-5,Power Transmission,Private Agricultural,15.2,18,5,662,Not Started,7,Award Declared,2,1,1,78,6.1,46.0,1,4,26.5,0,1,101
LAP-10553,Haryana,HAR-6,Airport,Private Agricultural,127.4,66,2,1155,Partially Disbursed,64,Survey Complete,0,0,1,58,5.7,55.0,2,7,43.5,0,0,0
LAP-10554,Maharashtra,MAH-4,Highway,Forest,6.0,40,2,508,Fully Disbursed,85,Partial Possession,0,0,0,100,7.5,56.0,2,7,29.9,0,0,0
LAP-10555,Jharkhand,JHA-1,Renewable Energy,Government,16.3,186,5,755,Partially Disbursed,32,Survey Complete,0,0,0,100,10.0,63.3,1,7,37.3,0,0,0
LAP-10556,Telangana,TEL-5,Industrial Corridor,Private Agricultural,73.5,30,3,778,Partially Disbursed,25,Survey Complete,0,0,1,72,5.9,59.6,3,1,11.9,0,0,0
LAP-10557,Jharkhand,JHA-5,Power Transmission,Tribal,4.4,254,5,1467,Not Started,0,Not Started,1,1,1,83,7.4,55.8,3,4,73.0,1,0,0
LAP-10558,Chhattisgarh,CHH-1,Urban Development,Forest,35.3,94,1,1417,Not Started,2,Award Declared,3,1,0,100,6.0,73.5,2,6,45.9,0,0,0
LAP-10559,Haryana,HAR-3,Irrigation,Government,14.9,21,5,804,Partially Disbursed,83,Not Started,0,0,0,100,2.9,100.0,3,6,22.2,1,1,46
LAP-10560,Gujarat,GUJ-1,Industrial Corridor,Forest,38.2,87,6,275,Fully Disbursed,99,Not Started,2,1,0,100,7.6,23.3,1,5,8.2,1,0,0
LAP-10561,Jharkhand,JHA-2,Highway,Private Agricultural,24.6,27,5,994,Fully Disbursed,87,Award Declared,0,0,0,100,5.6,63.2,4,4,67.7,1,0,0
LAP-10562,Jharkhand,JHA-1,Railway,Forest,10.6,15,1,134,Not Started,4,Not Started,2,1,0,100,9.8,91.2,3,6,95.8,1,1,43
LAP-10563,Bihar,BIH-5,Power Transmission,Private Agricultural,11.2,298,2,714,Not Started,8,Partial Possession,0,0,1,74,6.8,51.9,4,2,10.7,0,0,0
LAP-10564,Madhya Pradesh,MAD-2,Power Transmission,Government,7.9,40,4,838,Partially Disbursed,59,Award Declared,0,0,0,100,4.3,46.9,3,1,43.4,0,0,0
LAP-10565,Odisha,ODI-5,Railway,Private Agricultural,23.8,12,6,1487,Not Started,7,Full Possession,0,0,0,100,5.5,58.3,0,8,38.5,1,1,29
LAP-10566,Bihar,BIH-1,Airport,Private Agricultural,44.3,20,4,518,Not Started,0,Award Declared,0,0,0,100,6.6,29.2,2,5,68.7,0,0,0
LAP-10567,Odisha,ODI-4,Railway,Private Agricultural,1.9,8,2,1460,Partially Disbursed,77,Award Declared,2,1,1,97,5.6,61.2,1,7,45.7,0,0,0
LAP-10568,Tamil Nadu,TAM-1,Urban Development,Private Agricultural,80.9,26,6,907,Not Started,1,Partial Possession,0,0,0,100,4.9,77.7,1,3,72.8,1,0,0
LAP-10569,Punjab,PUN-4,Urban Development,Government,15.3,57,6,1476,Partially Disbursed,61,Award Declared,0,0,0,100,10.0,57.8,0,8,25.7,1,1,29
LAP-10570,Jharkhand,JHA-5,Airport,Tribal,33.2,967,1,1380,Partially Disbursed,76,Partial Possession,3,1,1,40,5.5,57.8,2,0,27.6,0,0,0
LAP-10571,West Bengal,WES-4,Highway,Government,36.9,19,3,1404,Fully Disbursed,100,Partial Possession,1,1,1,75,5.1,65.7,1,8,89.9,0,0,0
LAP-10572,Haryana,HAR-4,Highway,Private Agricultural,35.9,39,5,736,Partially Disbursed,77,Survey Complete,0,0,1,12,7.6,27.8,1,6,100.0,1,1,163
LAP-10573,Karnataka,KAR-2,Railway,Tribal,29.7,4,2,811,Partially Disbursed,69,Award Declared,1,0,1,100,7.7,87.9,3,5,33.7,0,0,0
LAP-10574,Haryana,HAR-5,Renewable Energy,Private Agricultural,28.9,65,1,315,Fully Disbursed,87,Full Possession,0,0,1,56,8.2,52.5,1,5,58.2,0,0,0
LAP-10575,Rajasthan,RAJ-1,Industrial Corridor,Government,17.9,17,2,128,Not Started,1,Survey Complete,1,1,1,14,7.6,73.2,4,4,49.5,1,0,0
LAP-10576,Bihar,BIH-1,Highway,Government,138.4,183,3,271,Fully Disbursed,91,Partial Possession,0,0,0,100,6.7,53.8,3,8,54.8,0,0,0
LAP-10577,Madhya Pradesh,MAD-3,Renewable Energy,Private Agricultural,89.0,54,2,501,Not Started,5,Survey Complete,0,0,1,97,2.9,41.8,1,5,51.8,1,1,23
LAP-10578,Maharashtra,MAH-5,Highway,Private Agricultural,30.8,363,1,694,Partially Disbursed,77,Full Possession,0,0,0,100,7.5,53.1,0,2,39.2,0,0,0
LAP-10579,Madhya Pradesh,MAD-2,Highway,Tribal,62.4,109,6,1392,Not Started,4,Full Possession,1,1,0,100,6.0,49.4,2,8,51.7,0,1,81
LAP-10580,Odisha,ODI-4,Renewable Energy,Private Agricultural,9.2,261,3,431,Partially Disbursed,30,Partial Possession,2,0,0,100,6.2,65.4,2,5,48.5,0,0,0
LAP-10581,Gujarat,GUJ-3,Urban Development,Forest,58.3,28,2,345,Not Started,7,Full Possession,1,0,0,100,1.8,35.3,1,0,82.0,0,0,0
LAP-10582,Rajasthan,RAJ-4,Industrial Corridor,Tribal,635.3,22,2,927,Partially Disbursed,32,Award Declared,0,0,0,100,7.6,71.9,2,8,59.4,0,1,28
LAP-10583,Gujarat,GUJ-1,Railway,Tribal,76.7,47,6,160,Partially Disbursed,69,Not Started,1,1,0,100,9.5,19.1,0,2,9.8,0,0,0
LAP-10584,Chhattisgarh,CHH-5,Railway,Government,6.1,54,1,1071,Fully Disbursed,94,Not Started,2,1,0,100,5.5,35.8,1,1,100.0,0,0,0
LAP-10585,Telangana,TEL-2,Irrigation,Private Agricultural,27.3,287,1,179,Not Started,9,Not Started,0,0,1,33,7.6,81.3,1,5,0.2,0,0,0
LAP-10586,Tamil Nadu,TAM-6,Highway,Private Agricultural,69.0,20,6,778,Partially Disbursed,30,Partial Possession,0,0,0,100,1.5,64.8,2,0,10.7,0,1,67
LAP-10587,Haryana,HAR-2,Irrigation,Tribal,60.6,173,3,1019,Partially Disbursed,37,Partial Possession,2,0,1,78,3.4,84.9,1,7,89.0,0,1,183
LAP-10588,Haryana,HAR-6,Irrigation,Private Agricultural,38.4,6,2,786,Not Started,4,Partial Possession,1,1,1,66,7.8,64.1,3,2,83.9,1,0,0
LAP-10589,Gujarat,GUJ-2,Urban Development,Private Agricultural,8.0,319,6,1146,Not Started,5,Partial Possession,0,0,0,100,6.3,56.5,2,6,64.1,0,0,0
LAP-10590,Odisha,ODI-3,Industrial Corridor,Government,19.8,110,1,701,Partially Disbursed,37,Not Started,1,1,0,100,6.7,59.5,5,0,67.0,0,0,0
LAP-10591,Haryana,HAR-3,Highway,Private Agricultural,11.2,37,3,1212,Partially Disbursed,35,Partial Possession,0,0,1,13,3.5,15.1,3,4,50.9,1,1,79
LAP-10592,Karnataka,KAR-2,Irrigation,Private Agricultural,13.9,81,6,485,Partially Disbursed,74,Partial Possession,0,0,1,45,5.2,80.4,1,1,71.4,0,0,0
LAP-10593,Odisha,ODI-1,Highway,Private Agricultural,14.7,747,2,310,Not Started,6,Survey Complete,1,0,0,100,4.9,64.1,4,2,58.7,0,0,0
LAP-10594,Punjab,PUN-4,Urban Development,Forest,21.8,28,3,152,Partially Disbursed,50,Award Declared,1,1,0,100,3.1,48.2,3,3,35.4,0,0,0
LAP-10595,Tamil Nadu,TAM-6,Railway,Forest,152.9,21,3,1408,Partially Disbursed,76,Partial Possession,2,1,0,100,5.8,10.8,2,3,22.2,1,1,71
LAP-10596,Punjab,PUN-6,Renewable Energy,Mixed,23.6,7,6,349,Fully Disbursed,87,Full Possession,0,0,0,100,4.2,50.8,3,2,38.0,1,0,0
LAP-10597,Haryana,HAR-6,Renewable Energy,Private Agricultural,83.5,8,2,479,Partially Disbursed,21,Partial Possession,2,1,0,100,5.7,34.7,0,0,100.0,0,1,80
LAP-10598,West Bengal,WES-3,Industrial Corridor,Forest,44.3,16,3,360,Fully Disbursed,98,Full Possession,3,0,0,100,6.9,56.4,1,4,79.4,0,0,0
LAP-10599,Odisha,ODI-6,Industrial Corridor,Forest,3.7,53,3,159,Partially Disbursed,28,Award Declared,3,0,0,100,6.7,81.3,5,7,65.5,0,0,0
LAP-10600,Gujarat,GUJ-4,Irrigation,Private Agricultural,18.9,53,5,372,Not Started,1,Survey Complete,1,1,1,36,6.2,64.1,4,8,71.8,0,1,95
LAP-10601,West Bengal,WES-3,Highway,Private Agricultural,24.1,283,3,509,Not Started,0,Not Started,0,0,1,50,5.1,68.8,0,5,70.2,1,0,0
LAP-10602,Odisha,ODI-6,Railway,Mixed,42.2,218,1,267,Fully Disbursed,88,Survey Complete,2,1,1,11,4.6,97.6,0,3,35.2,1,1,82
LAP-10603,Rajasthan,RAJ-4,Power Transmission,Private Agricultural,4.0,79,3,445,Fully Disbursed,88,Award Declared,1,1,0,100,6.0,70.1,1,7,48.2,0,0,0
LAP-10604,Bihar,BIH-3,Power Transmission,Forest,45.9,43,3,677,Fully Disbursed,99,Partial Possession,4,1,0,100,8.2,42.8,3,3,49.7,0,0,0
LAP-10605,West Bengal,WES-4,Railway,Government,17.9,28,6,699,Not Started,0,Award Declared,0,0,0,100,5.4,49.0,3,7,66.4,0,0,0
LAP-10606,Madhya Pradesh,MAD-5,Highway,Private Agricultural,48.2,187,4,815,Fully Disbursed,92,Full Possession,0,0,0,100,3.7,76.4,2,6,43.8,1,0,0
LAP-10607,West Bengal,WES-6,Urban Development,Forest,30.7,116,4,486,Fully Disbursed,85,Full Possession,0,0,0,100,6.7,5.0,3,3,70.7,0,0,0
LAP-10608,Odisha,ODI-4,Highway,Private Agricultural,34.3,263,6,366,Not Started,3,Award Declared,0,0,1,58,9.8,62.1,2,7,31.5,0,0,0
LAP-10609,Gujarat,GUJ-3,Highway,Forest,112.5,84,2,365,Partially Disbursed,25,Full Possession,4,1,1,100,9.1,77.8,1,5,51.9,1,1,48
LAP-10610,Gujarat,GUJ-6,Irrigation,Government,28.9,48,2,556,Not Started,1,Partial Possession,1,0,0,100,5.6,76.1,2,8,65.6,0,0,0
LAP-10611,Gujarat,GUJ-1,Urban Development,Forest,142.9,84,2,873,Partially Disbursed,74,Award Declared,1,1,0,100,6.5,31.6,1,3,48.9,1,0,0
LAP-10612,West Bengal,WES-5,Irrigation,Private Agricultural,8.1,96,4,657,Partially Disbursed,35,Not Started,3,0,1,39,4.7,75.3,1,4,55.5,0,1,248
LAP-10613,Chhattisgarh,CHH-3,Renewable Energy,Tribal,36.6,97,2,981,Partially Disbursed,76,Full Possession,0,0,1,53,6.4,75.5,3,3,11.1,1,0,0
LAP-10614,Punjab,PUN-4,Irrigation,Private Agricultural,41.8,20,5,640,Partially Disbursed,77,Survey Complete,1,1,0,100,6.0,69.6,5,6,56.1,0,1,234
LAP-10615,Chhattisgarh,CHH-1,Industrial Corridor,Tribal,240.8,79,3,324,Fully Disbursed,96,Full Possession,0,0,1,40,2.8,80.4,4,8,44.6,0,0,0
LAP-10616,Punjab,PUN-2,Urban Development,Private Agricultural,40.8,6,2,1297,Partially Disbursed,55,Partial Possession,3,1,0,100,8.8,68.0,2,7,83.7,0,0,0
LAP-10617,Karnataka,KAR-6,Highway,Private Agricultural,38.1,11,4,362,Not Started,3,Not Started,0,0,0,100,7.1,71.7,0,6,50.4,0,1,104
LAP-10618,Tamil Nadu,TAM-3,Renewable Energy,Private Agricultural,57.4,86,2,75,Fully Disbursed,99,Survey Complete,2,1,0,100,1.0,43.1,5,5,49.6,0,1,127
LAP-10619,Karnataka,KAR-1,Urban Development,Private Agricultural,95.0,15,4,1323,Not Started,3,Partial Possession,4,1,1,27,6.5,66.9,6,0,86.4,0,1,233
LAP-10620,Tamil Nadu,TAM-1,Highway,Private Agricultural,10.4,24,1,643,Fully Disbursed,96,Not Started,1,1,1,68,3.8,32.9,4,0,95.0,0,1,286
LAP-10621,Rajasthan,RAJ-1,Urban Development,Private Agricultural,80.8,32,2,1287,Not Started,7,Partial Possession,1,0,1,31,4.7,50.2,3,5,66.4,1,1,19
LAP-10622,Jharkhand,JHA-6,Industrial Corridor,Mixed,31.5,9,5,355,Partially Disbursed,65,Not Started,0,0,0,100,6.5,81.9,0,8,23.5,0,1,195
LAP-10623,Uttar Pradesh,UTT-6,Urban Development,Mixed,43.8,64,6,834,Partially Disbursed,45,Not Started,2,1,0,100,5.6,36.2,5,1,35.1,1,0,0
LAP-10624,Chhattisgarh,CHH-4,Industrial Corridor,Private Agricultural,58.6,6,6,136,Not Started,8,Survey Complete,0,0,0,100,3.5,67.0,1,2,95.5,1,1,480
LAP-10625,Karnataka,KAR-2,Industrial Corridor,Government,60.4,155,6,871,Partially Disbursed,19,Full Possession,3,0,1,64,4.8,65.8,2,6,42.8,0,1,346
LAP-10626,Telangana,TEL-1,Power Transmission,Forest,13.6,49,4,915,Not Started,1,Survey Complete,2,1,0,100,4.6,69.4,0,5,19.7,1,0,0
LAP-10627,Tamil Nadu,TAM-6,Urban Development,Forest,35.1,20,2,1346,Not Started,5,Award Declared,1,1,0,100,4.5,65.7,2,5,20.2,0,0,0
LAP-10628,Punjab,PUN-4,Renewable Energy,Private Agricultural,7.6,17,6,1314,Not Started,8,Survey Complete,3,0,1,6,6.1,58.8,1,3,75.8,1,1,285
LAP-10629,Jharkhand,JHA-5,Irrigation,Private Agricultural,78.5,123,2,1153,Not Started,2,Award Declared,1,0,1,0,6.6,76.2,5,8,57.6,0,1,215
LAP-10630,Haryana,HAR-3,Urban Development,Private Agricultural,9.8,531,1,509,Partially Disbursed,29,Award Declared,0,0,0,100,5.8,96.2,0,1,20.8,0,0,0
LAP-10631,Maharashtra,MAH-2,Highway,Government,25.8,36,3,372,Fully Disbursed,98,Not Started,0,0,0,100,6.7,84.4,3,0,88.6,0,0,0
LAP-10632,West Bengal,WES-3,Railway,Forest,44.7,28,3,1168,Partially Disbursed,80,Not Started,3,0,0,100,10.0,41.5,1,5,30.5,0,1,114
LAP-10633,Madhya Pradesh,MAD-5,Industrial Corridor,Private Agricultural,12.5,22,1,616,Partially Disbursed,25,Partial Possession,1,1,0,100,6.2,57.8,0,1,66.4,0,0,0
LAP-10634,Maharashtra,MAH-3,Irrigation,Mixed,93.6,24,6,588,Partially Disbursed,39,Not Started,0,0,1,33,7.0,55.7,0,5,19.7,0,0,0
LAP-10635,Rajasthan,RAJ-1,Irrigation,Forest,27.4,69,1,926,Partially Disbursed,12,Partial Possession,1,1,0,100,5.3,58.6,1,2,69.6,0,0,0
LAP-10636,Karnataka,KAR-3,Railway,Private Agricultural,78.2,462,4,1354,Not Started,0,Partial Possession,0,0,1,5,8.0,67.4,2,2,99.9,0,0,0
LAP-10637,Uttar Pradesh,UTT-4,Irrigation,Private Agricultural,147.5,7,5,1308,Not Started,1,Survey Complete,0,0,1,89,4.7,64.9,5,0,31.4,0,0,0
LAP-10638,Gujarat,GUJ-5,Irrigation,Government,19.7,25,2,52,Partially Disbursed,79,Full Possession,2,1,0,100,6.9,66.8,1,5,62.5,0,1,191
LAP-10639,Madhya Pradesh,MAD-3,Highway,Private Agricultural,6.4,458,6,269,Not Started,2,Award Declared,0,0,1,43,4.4,56.5,3,3,1.9,0,0,0
LAP-10640,Uttar Pradesh,UTT-2,Renewable Energy,Forest,26.0,6,5,348,Partially Disbursed,37,Award Declared,0,0,1,87,5.9,26.4,0,7,58.5,0,0,0
LAP-10641,Maharashtra,MAH-1,Industrial Corridor,Government,32.1,80,5,517,Partially Disbursed,83,Partial Possession,1,0,0,100,4.4,85.5,1,7,74.7,0,1,101
LAP-10642,Haryana,HAR-5,Renewable Energy,Private Agricultural,8.9,36,6,1333,Not Started,8,Partial Possession,1,1,1,57,1.1,80.6,2,3,59.9,0,0,0
LAP-10643,Haryana,HAR-3,Urban Development,Private Agricultural,37.0,86,2,262,Partially Disbursed,77,Partial Possession,0,0,0,100,5.5,16.8,0,6,65.2,0,0,0
LAP-10644,Gujarat,GUJ-6,Highway,Private Agricultural,3.4,70,6,806,Partially Disbursed,13,Full Possession,0,0,1,32,8.3,65.9,4,2,33.5,0,1,112
LAP-10645,Karnataka,KAR-4,Industrial Corridor,Private Agricultural,15.9,204,4,1418,Not Started,2,Not Started,2,0,1,36,10.0,44.7,1,7,66.8,0,1,73
LAP-10646,Punjab,PUN-3,Highway,Private Agricultural,39.0,9,4,507,Partially Disbursed,65,Survey Complete,1,0,1,50,4.7,29.6,5,0,40.9,0,0,0
LAP-10647,Madhya Pradesh,MAD-1,Railway,Private Agricultural,12.4,28,5,1131,Fully Disbursed,92,Award Declared,0,0,1,15,8.8,51.8,3,3,14.9,0,0,0
LAP-10648,Punjab,PUN-3,Irrigation,Tribal,24.5,53,3,868,Partially Disbursed,60,Award Declared,1,1,0,100,6.1,56.8,3,8,74.1,0,1,228
LAP-10649,Uttar Pradesh,UTT-6,Highway,Mixed,35.4,25,5,105,Not Started,8,Not Started,1,0,1,67,7.7,23.3,1,1,60.9,0,0,0
LAP-10650,West Bengal,WES-2,Highway,Private Agricultural,4.9,310,6,55,Not Started,9,Not Started,1,0,1,75,5.1,95.0,2,6,35.2,1,0,0
LAP-10651,Chhattisgarh,CHH-1,Renewable Energy,Private Agricultural,5.8,268,1,802,Partially Disbursed,14,Not Started,0,0,1,61,5.4,70.0,2,0,34.6,0,0,0
LAP-10652,Maharashtra,MAH-2,Industrial Corridor,Tribal,1.4,7,2,632,Partially Disbursed,65,Award Declared,0,0,0,100,3.8,48.9,0,0,72.2,0,0,0
LAP-10653,Rajasthan,RAJ-4,Railway,Tribal,6.9,51,2,855,Not Started,9,Survey Complete,2,0,1,62,5.2,55.5,3,6,62.3,0,0,0
LAP-10654,Rajasthan,RAJ-1,Irrigation,Private Agricultural,84.5,36,1,1161,Fully Disbursed,92,Partial Possession,3,1,1,53,6.0,35.7,3,2,73.7,1,1,166
LAP-10655,Karnataka,KAR-1,Industrial Corridor,Private Agricultural,82.9,397,2,198,Partially Disbursed,29,Award Declared,0,0,0,100,3.3,57.9,2,7,53.4,1,0,0
LAP-10656,Punjab,PUN-6,Railway,Private Agricultural,2.7,26,1,1420,Partially Disbursed,69,Survey Complete,0,0,1,75,3.3,28.5,0,8,82.4,0,0,0
LAP-10657,Karnataka,KAR-5,Airport,Forest,33.4,68,3,372,Partially Disbursed,83,Partial Possession,0,0,0,100,4.2,61.9,4,4,44.4,0,0,0
LAP-10658,Madhya Pradesh,MAD-3,Railway,Private Agricultural,32.0,53,6,1007,Fully Disbursed,97,Survey Complete,0,0,1,50,7.8,67.8,0,6,43.6,1,1,88
LAP-10659,Karnataka,KAR-2,Irrigation,Forest,22.7,40,3,805,Not Started,9,Survey Complete,0,0,1,11,2.8,59.7,0,4,85.3,0,0,0
LAP-10660,Haryana,HAR-3,Highway,Tribal,37.3,181,5,1424,Partially Disbursed,21,Survey Complete,0,0,1,30,4.7,42.4,2,8,71.3,1,1,413
LAP-10661,Madhya Pradesh,MAD-4,Industrial Corridor,Private Agricultural,24.9,151,4,940,Partially Disbursed,19,Partial Possession,0,0,0,100,6.3,67.2,2,5,77.4,0,0,0
LAP-10662,Punjab,PUN-1,Industrial Corridor,Mixed,105.4,56,4,352,Partially Disbursed,70,Award Declared,0,0,0,100,4.1,75.0,3,1,49.4,0,0,0
LAP-10663,Telangana,TEL-6,Highway,Mixed,2.1,25,4,853,Fully Disbursed,97,Survey Complete,0,0,0,100,9.1,64.6,2,4,70.7,1,0,0
LAP-10664,Chhattisgarh,CHH-1,Highway,Forest,12.9,175,1,943,Not Started,5,Partial Possession,1,1,0,100,5.5,52.5,0,1,99.4,0,1,26
LAP-10665,Chhattisgarh,CHH-1,Industrial Corridor,Private Agricultural,164.4,67,6,337,Partially Disbursed,21,Award Declared,0,0,0,100,6.0,37.0,1,3,60.8,0,0,0
LAP-10666,West Bengal,WES-5,Highway,Government,119.7,22,4,960,Partially Disbursed,20,Partial Possession,2,1,0,100,5.2,48.7,1,7,67.0,1,0,0
LAP-10667,Rajasthan,RAJ-4,Highway,Forest,22.2,523,5,488,Not Started,3,Partial Possession,5,1,0,100,8.4,35.7,1,2,50.2,1,1,88
LAP-10668,West Bengal,WES-5,Highway,Forest,89.1,44,1,623,Not Started,0,Survey Complete,2,0,1,12,6.8,45.7,4,3,1.2,0,1,283
LAP-10669,Karnataka,KAR-6,Industrial Corridor,Mixed,6.5,55,1,895,Partially Disbursed,59,Partial Possession,1,1,0,100,1.1,38.3,1,1,55.6,0,1,142
LAP-10670,Haryana,HAR-1,Irrigation,Government,17.8,28,6,1444,Fully Disbursed,90,Full Possession,0,0,0,100,7.9,55.0,2,5,38.3,0,0,0
